"id","fecha","edad","perfil","objetivo","razon","monto ARS","Instrumento"
"1874","29/10/2024","menos de 25 años","Moderado","Otro","Vacaciones","15726","Fondos"
"1875","06/11/2024","menos de 25 años","Agresivo","Otro","Aprendizaje","81163","Acciones"
"1876","14/01/2025","entre 26 y 35 años","Conservador","Ahorro","Vacaciones","54732","ETF"
"1877","03/10/2024","entre 36 y 45 años","Conservador","Inversión","Sin motivo específico","52085","Bonos"
"1878","12/10/2024","entre 36 y 45 años","Agresivo","Retiro","Sin motivo específico","15921","Acciones"
"1879","08/03/2024","entre 36 y 45 años","Moderado","Inversión","Sin motivo específico","17955","Fondos"
"1880","11/05/2024","entre 36 y 45 años","Moderado","Retiro","Vehículo","38087","Bonos"
"1881","26/07/2024","menos de 25 años","Moderado","Aumentar ingresos","Vehículo","24605","Fondos"
"1882","02/07/2024","entre 26 y 35 años","Conservador","Otro","Proyecto personal","67690","Acciones"
"1883","30/03/2024","entre 36 y 45 años","Conservador","Inversión","Aprendizaje","24431","Acciones"
"1884","05/04/2024","más de 46 años","Moderado","Inversión","Educación","17989","Fondos"
"1885","28/02/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Educación","69121","Fondos"
"1886","29/05/2024","entre 36 y 45 años","Conservador","Inversión","Vivienda","42074","Acciones"
"1887","28/05/2024","entre 36 y 45 años","Moderado","Retiro","Aprendizaje","56480","ETF"
"1888","23/04/2024","más de 46 años","Agresivo","Otro","Proyecto personal","36093","Fondos"
"1889","19/03/2024","más de 46 años","Conservador","Ahorro","Proyecto personal","83474","Fondos"
"1890","10/11/2024","entre 26 y 35 años","Conservador","Ahorro","Educación","98822","Acciones"
"1891","13/06/2024","más de 46 años","Agresivo","Aumentar ingresos","Proyecto personal","83280","ETF"
"1892","21/05/2024","entre 26 y 35 años","Moderado","Aumentar ingresos","Sin motivo específico","46356","Acciones"
"1893","29/05/2024","más de 46 años","Moderado","Otro","Sin motivo específico","32995","Fondos"
"1894","22/09/2024","entre 36 y 45 años","Agresivo","Otro","Vivienda","25372","Acciones"
"1895","21/07/2024","entre 36 y 45 años","Agresivo","Retiro","Vehículo","21812","ETF"
"1896","25/12/2024","más de 46 años","Moderado","Ahorro","Aprendizaje","46969","Acciones"
"1897","03/11/2024","entre 26 y 35 años","Agresivo","Aumentar ingresos","Vivienda","96920","Bonos"
"1898","06/08/2024","entre 36 y 45 años","Moderado","Ahorro","Aprendizaje","16038","Acciones"
"1899","23/06/2024","entre 36 y 45 años","Agresivo","Retiro","Sin motivo específico","48857","ETF"
"1900","27/01/2025","menos de 25 años","Moderado","Retiro","Vehículo","26371","Acciones"
"1901","17/02/2024","entre 26 y 35 años","Agresivo","Retiro","Aprendizaje","77956","Fondos"
"1902","15/03/2024","menos de 25 años","Agresivo","Otro","Aprendizaje","75787","Acciones"
"1903","11/05/2024","menos de 25 años","Agresivo","Ahorro","Vivienda","59170","Fondos"
"1904","12/06/2024","entre 36 y 45 años","Agresivo","Otro","Aprendizaje","51771","Fondos"
"1905","01/12/2024","más de 46 años","Conservador","Otro","Vivienda","71159","ETF"
"1906","06/08/2024","menos de 25 años","Conservador","Aumentar ingresos","Vivienda","39502","Acciones"
"1907","21/11/2024","entre 36 y 45 años","Moderado","Otro","Proyecto personal","82406","Bonos"
"1908","25/06/2024","entre 36 y 45 años","Conservador","Inversión","Aprendizaje","29138","Bonos"
"1909","09/12/2024","entre 36 y 45 años","Moderado","Ahorro","Sin motivo específico","71741","Acciones"
"1910","26/07/2024","menos de 25 años","Agresivo","Aumentar ingresos","Vivienda","98384","Fondos"
"1911","14/10/2024","más de 46 años","Moderado","Otro","Sin motivo específico","89751","Fondos"
"1912","14/12/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Proyecto personal","98805","Fondos"
"1913","08/06/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Vivienda","81914","Acciones"
"1914","25/01/2025","menos de 25 años","Moderado","Retiro","Vivienda","36162","Acciones"
"1915","08/08/2024","entre 36 y 45 años","Agresivo","Retiro","Aprendizaje","15819","ETF"
"1916","29/02/2024","más de 46 años","Conservador","Inversión","Vacaciones","96294","ETF"
"1917","09/08/2024","entre 26 y 35 años","Agresivo","Inversión","Sin motivo específico","43146","Acciones"
"1918","18/03/2024","menos de 25 años","Conservador","Aumentar ingresos","Aprendizaje","47708","Acciones"
"1919","20/09/2024","menos de 25 años","Moderado","Aumentar ingresos","Aprendizaje","43980","Fondos"
"1920","07/05/2024","menos de 25 años","Conservador","Ahorro","Proyecto personal","19152","Fondos"
"1921","25/10/2024","menos de 25 años","Agresivo","Otro","Proyecto personal","44706","Acciones"
"1922","11/01/2025","entre 26 y 35 años","Moderado","Inversión","Vehículo","36705","Acciones"
"1923","24/02/2024","más de 46 años","Conservador","Inversión","Proyecto personal","20055","ETF"
"1924","28/05/2024","más de 46 años","Moderado","Aumentar ingresos","Sin motivo específico","87855","Acciones"
"1925","01/11/2024","entre 26 y 35 años","Agresivo","Aumentar ingresos","Aprendizaje","75891","Acciones"
"1926","07/08/2024","menos de 25 años","Agresivo","Retiro","Vacaciones","45523","Bonos"
"1927","30/11/2024","entre 26 y 35 años","Agresivo","Otro","Educación","22070","ETF"
"1928","10/05/2024","más de 46 años","Moderado","Otro","Educación","42015","Fondos"
"1929","17/04/2024","más de 46 años","Moderado","Otro","Educación","74953","Fondos"
"1930","01/01/2025","entre 26 y 35 años","Agresivo","Retiro","Vivienda","35796","ETF"
"1931","09/10/2024","entre 26 y 35 años","Agresivo","Ahorro","Sin motivo específico","99639","ETF"
"1932","20/11/2024","entre 26 y 35 años","Moderado","Otro","Educación","46117","Bonos"
"1933","26/05/2024","entre 26 y 35 años","Conservador","Otro","Proyecto personal","24101","Acciones"
"1934","01/10/2024","entre 36 y 45 años","Agresivo","Otro","Sin motivo específico","37294","Acciones"
"1935","13/08/2024","entre 26 y 35 años","Moderado","Ahorro","Sin motivo específico","98891","Bonos"
"1936","19/07/2024","entre 36 y 45 años","Agresivo","Ahorro","Educación","21451","Fondos"
"1937","12/07/2024","entre 36 y 45 años","Moderado","Ahorro","Proyecto personal","18612","Fondos"
"1938","29/10/2024","más de 46 años","Conservador","Aumentar ingresos","Proyecto personal","20137","Acciones"
"1939","01/08/2024","entre 26 y 35 años","Conservador","Ahorro","Sin motivo específico","35107","Acciones"
"1940","17/06/2024","entre 26 y 35 años","Moderado","Aumentar ingresos","Educación","77949","ETF"
"1941","20/02/2024","menos de 25 años","Conservador","Inversión","Vacaciones","31386","Bonos"
"1942","03/11/2024","más de 46 años","Agresivo","Aumentar ingresos","Sin motivo específico","33545","ETF"
"1943","18/02/2024","menos de 25 años","Moderado","Otro","Vacaciones","88951","ETF"
"1944","02/04/2024","menos de 25 años","Moderado","Inversión","Vivienda","98249","Fondos"
"1945","21/08/2024","entre 36 y 45 años","Conservador","Retiro","Educación","32621","Fondos"
"1946","02/02/2024","entre 36 y 45 años","Conservador","Retiro","Vivienda","16112","ETF"
"1947","09/03/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Aprendizaje","91342","Acciones"
"1948","06/01/2025","menos de 25 años","Moderado","Retiro","Proyecto personal","64149","Acciones"
"1949","05/02/2024","entre 26 y 35 años","Moderado","Retiro","Proyecto personal","80837","Fondos"
"1950","14/05/2024","entre 26 y 35 años","Agresivo","Ahorro","Aprendizaje","86406","Acciones"
"1951","10/02/2024","menos de 25 años","Agresivo","Ahorro","Aprendizaje","87364","Fondos"
"1952","02/09/2024","más de 46 años","Conservador","Inversión","Proyecto personal","21085","Bonos"
"1953","30/08/2024","más de 46 años","Conservador","Aumentar ingresos","Aprendizaje","40395","Fondos"
"1954","03/08/2024","menos de 25 años","Conservador","Aumentar ingresos","Vehículo","48725","ETF"
"1955","09/11/2024","más de 46 años","Agresivo","Ahorro","Proyecto personal","79611","Bonos"
"1956","02/12/2024","entre 36 y 45 años","Moderado","Ahorro","Educación","61429","Acciones"
"1957","12/06/2024","entre 36 y 45 años","Conservador","Retiro","Aprendizaje","17897","ETF"
"1958","15/12/2024","menos de 25 años","Agresivo","Retiro","Sin motivo específico","42144","Bonos"
"1959","05/11/2024","menos de 25 años","Moderado","Inversión","Vacaciones","57711","Bonos"
"1960","08/07/2024","entre 36 y 45 años","Conservador","Ahorro","Educación","97484","ETF"
"1961","03/06/2024","menos de 25 años","Moderado","Aumentar ingresos","Sin motivo específico","91348","ETF"
"1962","27/08/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Sin motivo específico","94719","Fondos"
"1963","05/01/2025","entre 26 y 35 años","Conservador","Inversión","Vehículo","95780","ETF"
"1964","21/05/2024","menos de 25 años","Agresivo","Otro","Sin motivo específico","89800","Bonos"
"1965","20/04/2024","menos de 25 años","Agresivo","Ahorro","Vehículo","54928","Bonos"
"1966","04/11/2024","más de 46 años","Agresivo","Otro","Aprendizaje","81039","Bonos"
"1967","14/02/2024","menos de 25 años","Moderado","Aumentar ingresos","Vehículo","93275","Acciones"
"1968","12/04/2024","menos de 25 años","Agresivo","Aumentar ingresos","Vehículo","51749","ETF"
"1969","09/09/2024","entre 26 y 35 años","Moderado","Retiro","Vacaciones","58339","ETF"
"1970","16/11/2024","menos de 25 años","Agresivo","Aumentar ingresos","Sin motivo específico","19216","Acciones"
"1971","14/01/2025","más de 46 años","Agresivo","Otro","Sin motivo específico","50929","ETF"
"1972","13/06/2024","entre 36 y 45 años","Conservador","Inversión","Sin motivo específico","21518","Bonos"
"1973","19/03/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Sin motivo específico","46258","ETF"
"1974","15/01/2025","más de 46 años","Conservador","Retiro","Sin motivo específico","29333","Fondos"
"1975","26/02/2024","más de 46 años","Agresivo","Inversión","Sin motivo específico","55724","ETF"
"1976","15/08/2024","menos de 25 años","Agresivo","Retiro","Vehículo","62002","Bonos"
"1977","30/12/2024","entre 26 y 35 años","Moderado","Inversión","Proyecto personal","99178","ETF"
"1978","02/07/2024","entre 26 y 35 años","Conservador","Ahorro","Educación","98371","Bonos"
"1979","29/09/2024","más de 46 años","Conservador","Ahorro","Proyecto personal","29386","Fondos"
"1980","23/04/2024","entre 26 y 35 años","Conservador","Inversión","Vehículo","54359","ETF"
"1981","11/09/2024","más de 46 años","Agresivo","Retiro","Vehículo","62194","Bonos"
"1982","08/05/2024","entre 26 y 35 años","Agresivo","Otro","Educación","75375","Fondos"
"1983","09/01/2025","menos de 25 años","Moderado","Ahorro","Sin motivo específico","72227","Acciones"
"1984","17/01/2025","entre 36 y 45 años","Agresivo","Aumentar ingresos","Educación","89375","Acciones"
"1985","18/06/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Vivienda","79827","Acciones"
"1986","10/08/2024","menos de 25 años","Moderado","Ahorro","Vacaciones","21063","ETF"
"1987","14/05/2024","menos de 25 años","Conservador","Inversión","Aprendizaje","24990","ETF"
"1988","07/02/2024","menos de 25 años","Conservador","Aumentar ingresos","Vacaciones","38138","Bonos"
"1989","31/12/2024","más de 46 años","Conservador","Ahorro","Vivienda","52287","Acciones"
"1990","18/04/2024","entre 26 y 35 años","Moderado","Retiro","Vehículo","72452","Bonos"
"1991","12/03/2024","más de 46 años","Conservador","Inversión","Proyecto personal","80659","ETF"
"1992","25/01/2025","más de 46 años","Moderado","Inversión","Aprendizaje","51965","Fondos"
"1993","16/12/2024","entre 36 y 45 años","Moderado","Inversión","Sin motivo específico","48717","ETF"
"1994","23/05/2024","más de 46 años","Agresivo","Ahorro","Vacaciones","85031","Bonos"
"1995","07/01/2025","entre 26 y 35 años","Agresivo","Retiro","Vacaciones","60191","Bonos"
"1996","27/11/2024","más de 46 años","Agresivo","Ahorro","Sin motivo específico","35271","Fondos"
"1997","29/09/2024","más de 46 años","Agresivo","Otro","Vehículo","99317","Acciones"
"1998","15/07/2024","menos de 25 años","Conservador","Retiro","Sin motivo específico","72915","Fondos"
"1999","08/12/2024","entre 26 y 35 años","Agresivo","Ahorro","Sin motivo específico","51984","Bonos"
"2000","07/02/2024","más de 46 años","Moderado","Ahorro","Vacaciones","52473","ETF"
"2001","19/05/2024","entre 36 y 45 años","Conservador","Retiro","Vacaciones","16830","Bonos"
"2002","01/07/2024","más de 46 años","Agresivo","Otro","Vehículo","59955","Acciones"
"2003","29/01/2024","entre 36 y 45 años","Moderado","Retiro","Vehículo","30444","ETF"
"2004","17/01/2025","menos de 25 años","Moderado","Inversión","Aprendizaje","6016","Acciones"
"2005","06/05/2024","entre 26 y 35 años","Moderado","Otro","Proyecto personal","79550","Fondos"
"2006","27/08/2024","más de 46 años","Conservador","Aumentar ingresos","Vehículo","80722","Fondos"
"2007","13/05/2024","entre 36 y 45 años","Moderado","Retiro","Vehículo","9435","ETF"
"2008","22/10/2024","entre 26 y 35 años","Moderado","Retiro","Vacaciones","38197","ETF"
"2009","29/09/2024","más de 46 años","Moderado","Otro","Vacaciones","81190","Bonos"
"2010","30/03/2024","menos de 25 años","Agresivo","Ahorro","Sin motivo específico","40022","ETF"
"2011","24/02/2024","entre 36 y 45 años","Conservador","Retiro","Vehículo","85832","ETF"
"2012","18/09/2024","más de 46 años","Conservador","Retiro","Vivienda","61248","ETF"
"2013","15/11/2024","entre 26 y 35 años","Conservador","Otro","Vacaciones","85878","Bonos"
"2014","12/12/2024","entre 26 y 35 años","Conservador","Ahorro","Sin motivo específico","14947","Acciones"
"2015","31/05/2024","menos de 25 años","Conservador","Retiro","Proyecto personal","18801","Acciones"
"2016","15/03/2024","entre 26 y 35 años","Moderado","Retiro","Vacaciones","96599","Acciones"
"2017","18/10/2024","más de 46 años","Conservador","Otro","Vehículo","74278","Bonos"
"2018","17/10/2024","más de 46 años","Moderado","Inversión","Vivienda","59844","Fondos"
"2019","17/02/2024","más de 46 años","Agresivo","Inversión","Aprendizaje","6857","Acciones"
"2020","29/12/2024","más de 46 años","Moderado","Ahorro","Vehículo","29716","Acciones"
"2021","20/06/2024","entre 26 y 35 años","Conservador","Otro","Educación","29874","ETF"
"2022","23/04/2024","entre 26 y 35 años","Moderado","Inversión","Educación","51798","ETF"
"2023","30/04/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Vivienda","48991","ETF"
"2024","04/10/2024","menos de 25 años","Conservador","Aumentar ingresos","Educación","12513","Bonos"
"2025","04/03/2024","entre 26 y 35 años","Agresivo","Aumentar ingresos","Vehículo","14354","ETF"
"2026","09/05/2024","más de 46 años","Conservador","Ahorro","Aprendizaje","94624","Bonos"
"2027","06/08/2024","entre 36 y 45 años","Moderado","Inversión","Proyecto personal","22842","Acciones"
"2028","16/03/2024","más de 46 años","Conservador","Retiro","Vivienda","59742","Fondos"
"2029","17/02/2024","entre 36 y 45 años","Moderado","Ahorro","Vacaciones","38922","Bonos"
"2030","16/10/2024","menos de 25 años","Conservador","Inversión","Vehículo","82424","ETF"
"2031","16/02/2024","más de 46 años","Conservador","Retiro","Vacaciones","38337","Bonos"
"2032","13/10/2024","menos de 25 años","Agresivo","Ahorro","Sin motivo específico","53977","Fondos"
"2033","23/12/2024","entre 36 y 45 años","Conservador","Ahorro","Vehículo","18346","Fondos"
"2034","01/01/2025","entre 26 y 35 años","Conservador","Inversión","Proyecto personal","83266","Bonos"
"2035","20/08/2024","menos de 25 años","Agresivo","Ahorro","Vehículo","85735","Bonos"
"2036","20/11/2024","entre 36 y 45 años","Conservador","Ahorro","Proyecto personal","45607","Bonos"
"2037","05/11/2024","más de 46 años","Moderado","Retiro","Sin motivo específico","63515","Fondos"
"2038","24/08/2024","más de 46 años","Moderado","Otro","Vehículo","82741","Fondos"
"2039","02/11/2024","más de 46 años","Conservador","Aumentar ingresos","Proyecto personal","18801","ETF"
"2040","31/07/2024","menos de 25 años","Moderado","Inversión","Educación","31806","ETF"
"2041","30/09/2024","entre 26 y 35 años","Agresivo","Retiro","Aprendizaje","93221","Bonos"
"2042","02/09/2024","más de 46 años","Agresivo","Aumentar ingresos","Vivienda","8846","Fondos"
"2043","31/08/2024","menos de 25 años","Agresivo","Ahorro","Vacaciones","16744","Bonos"
"2044","20/07/2024","entre 36 y 45 años","Agresivo","Ahorro","Vacaciones","97925","Fondos"
"2045","31/10/2024","entre 36 y 45 años","Moderado","Ahorro","Vacaciones","26625","Acciones"
